SIN,,DAD
THD,,BKK
RGN,,VKG
PQC,,TPE
REP,,CTU
DLI,,CAN
HKG,,CGK
KUL,,DIN
VCL,,CGK
UIH,,KUL
VCA,,LPQ
PQC,,PEK
VKG,,REP
VKG,,PQC
PNH,,PQC
DEN,,HAN
REP,,NRT
KUL,,NRT
PNH,,NRT
DIN,,PNH
BKK,,HPH
VDH,,MNL
RGN,,NGO
SGN,,BKK
HKG,,VTE
LPQ,,FUK
DAD,,MNL
ICN,,VCA
FRA,,PEK
REP,,DIN
KHH,,HAN
LPQ,,VCA
TBB,,KUL
BMV,,SIN
SYD,,DLI
NGO,,VCS
VCL,,VTE
CTU,,SGN
CAN,,BMV
VDH,,BKK
HKG,,FRA
CTU,,FRA
MEL,,SIN
THD,,SGN
KUL,,REP
NRT,,TPE
NRT,,BKK
HKG,,SGN
FRA,,SIN
LHR,,TPE
FUK,,PQC
PNH,,DME
KUL,,SYD
LHR,,BKK
MNL,,SGN
NRT,,CDG
REP,,KUL
PQC,,PNH
HAN,,FRA
DLI,,DAD
BKK,,PUS
HPH,,MNL
KHH,,HND
PQC,,VKG
BMV,,VII
DME,,ICN
LPQ,,KIX
DME,,HAN
LPQ,,DAD
VDH,,HAN
FUK,,BKK
HAN,,ICN
LHR,,HAN
FUK,,FRA
MEL,,NGO
CDG,,REP
NRT,,SGN
HKG,,CDG
VDH,,SGN
VTE,,DLI
HKG,,BKK
MEL,,CXR
MNL,,VCL
LHR,,SGN
VTE,,FUK
HAN,,PVG
UIH,,KHH
VII,,KUL
HND,,DAD
THD,,CGK
THD,,VTE
BKK,,MNL
KUL,,DLI
HKG,,PQC
HAN,,MPL
NRT,,LHR
DAD,,REP
MEL,,NRT
KIX,,HUI
KHH,,LHR
KUL,,VTE
BMV,,PEK
KUL,,VCL
SGN,,BMV
MSP,,SGN
SIN,,HUI
IAD,,ATL
KHH,,PQC
RGN,,VDH
DTW,,SGN
CXR,,SIN
MNL,,VTE
SIN,,THD
HAN,,ATL
CAN,,VTE
NRT,,VTE
NRT,,VCS
PUS,,KUL
DME,,KHH
CAN,,HAN
HPH,,VTE
SGN,,FUK
HAN,,MIA
HAN,,MNL
BKK,,HAN
DLI,,LPQ
CXR,,PEK
CDG,,FUK
HAN,,REP
PQC,,CAN
SGN,,BOS
SGN,,CGK
SGN,,MRS
CTU,,REP
VII,,LPQ
PVG,,CDG
TBB,,CGK
BKK,,HUI
SYD,,FUK
DLI,,CTU
VCL,,REP
BMV,,KUL
HAN,,PQC
PUS,,LPQ
PNH,,CAN
HKG,,REP
HPH,,CGK
CTU,,CDG
VTE,,BMV
REP,,VII
CTU,,SYD
DLI,,MEL
KUL,,FUK
REP,,VCA
FRA,,PNH
NRT,,AMS
HAN,,GVA
PQC,,SIN
HAN,,PUS
CXR,,MEL
PVG,,BMV
CGK,,CXR
HND,,LHR
TPE,,DAD
FUK,,HUI
SGN,,SFO
RGN,,HPH
VDH,,CAN
CTU,,PQC
MNL,,BKK
HAN,,LAX
MNL,,CDG
PUS,,HKG
VTE,,DIN
SGN,,VII
AMS,,FUK
HAN,,HND
LHR,,CAN
SIN,,PUS
DEN,,SGN
HND,,HUI
DIN,,BKK
CXR,,NRT
HKG,,DME
BKK,,KHH
KHH,,FRA
FRA,,CXR
CHI,,HAN
HUI,,MNL
HUI,,TPE
SIN,,TBB
PVG,,SGN
DLI,,HKG
PNH,,VKG
CAN,,KUL
SFO,,TPE
FUK,,KHH
UIH,,PNH
BKK,,NGO
ATL,,SGN
PEK,,CXR
HAN,,RGN
RGN,,DAD
PQC,,LHR
VTE,,UIH
CAN,,VDH
VTE,,SIN
SEA,,SGN
LAX,,HAN
VCL,,SGN
NGO,,TPE
AUS,,SGN
KHH,,REP
SYD,,CXR
VCA,,SGN
AMS,,SIN
AMS,,VTE
KUL,,CDG
REP,,ICN
HND,,PQC
HUI,,HAN
CDG,,SGN
CXR,,DME
SGN,,PEK
PUS,,DAD
HKG,,DLI
LPQ,,PQC
PNH,,VCL
CDG,,BKK
HUI,,NRT
LPQ,,LHR
SIN,,VII
VTE,,CXR
BKK,,PVG
PQC,,FUK
HND,,KHH
FRA,,CAN
HAN,,HUI
CTU,,DLI
DME,,KUL
NGO,,CXR
NRT,,MEL
DLI,,RGN
PHL,,HAN
VTE,,NRT
HND,,FRA
RGN,,THD
SYD,,TPE
HAN,,VCA
PQC,,DME
SIN,,VDH
SFO,,SGN
FUK,,PNH
KHH,,VCA
DIN,,VTE
FRA,,FUK
PNH,,SIN
SGN,,BCN
LPQ,,FRA
REP,,HAN
SGN,,MSP
CXR,,CAN
VTE,,TPE
KUL,,SGN
MNL,,DME
RGN,,HKG
SGN,,VTE
SIN,,ICN
AMS,,NRT
DAD,,KHH
FRA,,SYD
HKG,,PNH
CXR,,FUK
TPE,,HUI
KUL,,DME
DAD,,HND
TBB,,VTE
PNH,,SYD
VCL,,BKK
KHH,,HUI
SYD,,NRT
RGN,,VCA
HKG,,MEL
DAD,,HPH
DAD,,LPQ
NGO,,VTE
LHR,,CGK
PUS,,HUI
PQC,,SGN
HKG,,LHR
LHR,,VTE
VDH,,VTE
PNH,,MEL
DAD,,CTU
HAN,,KHH
DME,,MNL
VDH,,CGK
HUI,,NGO
SGN,,ZRH
HAN,,MAD
PNH,,SGN
UIH,,LPQ
HAN,,DAD
UIH,,REP
PEK,,DME
PRG,,SGN
VCA,,BKK
RGN,,HUI
SIN,,NGO
AMS,,TPE
BKK,,ICN
DME,,PVG
REP,,MNL
FUK,,RGN
CTU,,LHR
VCS,,HND
PXU,,HAN
DLI,,KIX
HAN,,NCE
SIN,,HAN
PUS,,VCA
KUL,,MEL
PEK,,CDG
SGN,,UIH
PNH,,CDG
KIX,,HAN
REP,,VDH
VKG,,MNL
DAD,,RGN
HKG,,SYD
PQC,,BKK
REP,,PVG
FRA,,BKK
STL,,HAN
MRS,,HAN
HAN,,MIL
NRT,,CAN
PQC,,CDG
FRA,,MEL
DLI,,PNH
HAN,,LYS
VCA,,VCS
TBB,,PEK
UIH,,RGN
SGN,,NRT
DAD,,HKG
SGN,,TPE
UIH,,CTU
DIN,,SIN
TLS,,SGN
LYS,,HAN
CDG,,SYD
FUK,,REP
VKG,,KUL
KHH,,DAD
KUL,,AMS
NRT,,SIN
PEK,,SGN
